"promt","id"
"photo of misrori person  inspired by  Bill Brandt, Gabriel Dawe, Alex Hirsch, Tony DiTerlizzi, Arnold Böcklin, Lucy Madox Brown intricate details, cyber punk, Maciej Kuciara, high contrast, medium shot, Arte Robot, DeviantArt, turbulent sea, oversharpened, hyper - realistic, person in foreground, Herbert Bauer, Stanley Artgerm Lau, high character","034"
"photo of misrori person  inspired by  Ernst Ludwig Kirchner, Adolph Gottlieb, Cassius Marcellus Coolidge, Shaun Tan, Hans Bellmer, Shaddy Safadi, Asher Brown Durand excellent composition, 8 a 3 d outfit, golden ratio, hyper - realistic, concept art, guages in ears, facial muscles, black scarf, national geographic, volumetric light, golden hour, dramatic masterpiece, high detail, studio ghibli, by tooth wu","035"
"photo of misrori person  inspired by  David Driskell, Ray Donley, Edward Julius Detmold, Arthur Garfield Dove by andrei riabovitchev, delightful, d & d concept art, insanely detailed, concrete table, rendered in octane, Sharandula, exploration, mindar mumford. helmet, Character design, cyber punk -","036"
"portrai photo of misrori person inspired by  Pieter Bruegel The Elder, Aaron Siskind, William-Adolphe Bouguereau, Jimmy Ernst, Romero Britto, Abed Abdi, Ludwig Mies van der Rohe human scales, dramatic masterpiece, baroque art jewelry, intricate wlop, splashes of red, Fashion photo shoot, cyber punk -, forest druid, volumetric lighting, cinematic light, by MC Escher, Sou Fujimoto, tree house in the forest, 4k real-time graphics, studio quality","037"
"portrai photo of misrori person inspired by  James Stokoe, Patrick Dougherty, Walter Crane, Conrad Roset, Robert Crumb, Emily Kame Kngwarreye, Bert Stern ultra-detailed, with aqua water, high detail, mid century modern, octane render, beach blonde hair, photorealistic, ultra details, karol cinematic, white fabric landscape, anatomically correct","038"
"photo of misrori person  inspired by  Frederick McCubbin, Raymond Leech, John William Waterhouse beautiful views, guerilla group, techwear fashion, baroque art jewelry, white exterior facade, hyper realism --uplight, background, dramatic light, realistic painting, dark background, rendered in unreal 5, vibrant high contrast, octane skeleton","039"
"portrai photo of misrori person inspired by  Mark Brooks, Ingrid Baars, Stephen Shore, Botero, Pascal Blanche, Robert Crumb, Winslow Homer volumetric light, hypermaximalist, Rendered in Octane, beautiful views, blue on red, depth of field, small smile, by tooth wu, male druid, ancient indonesia, mike mignola, white exterior facade, tomasz alen kopera","040"
"photo of misrori person  inspired by  Sven Nordqvist, Georg Jensen, Ronald Balfour, Meryl McMaster, Susan Luo, C. R. W. Nevinson, Alice Neel, Sandra Chevrier golden ratio, white exterior facade, with aqua water, dramatic masterpiece, exoskeleton, wood walls, techwear fashion, natural lighting, compound eye of insect, night time, hyperpigmentation, photorealistic, intricate line drawings, natural light","041"
"photo of misrori person  inspired by  Henry Ossawa Tanner, Jeremy Lipking, Affandi, Simon Stalenhag, Ivan Shishkin, Leiji Matsumoto by james gurney, beautiful art landscape, monster character, intricate artwork, portra spell, shafts of lighting, hypermaximalist, depth of field, Omnious intricate, werable tech, night time, cinematic light","042"
"photo of misrori person  inspired by  Sally Mann, Albert Bierstadt, Tim Doyle, George Grosz, Gary Larson, Auguste Mambour, Arthur Hacker au naturel, by MC Escher, Craig Mullins, Stanley Artgerm Lau, pools of crimson, warm colors, fire and smoke, Studio Ghibli, studio ghibli, compound eye of insect, hard surface, hyperrealism","043"
"portrai photo of misrori person inspired by  Jason Chan, Leiji Matsumoto, Bob Ross, Martiros Saryan, Hasui Kawase, Adam Elsheimer, Moebius, Agostino Arrivabene style by eddie mendoza, golden hour, designed by Aesop, cinematic light, key realism, dynamic pose, octane rendered, art station, medium shot","044"
"photo of misrori person  inspired by  Mort Kunstler, Arthur Adams, L. Birge Harrison, Robert Irwin, Klaus Wittmann, Zhelong Xu person in foreground, male anime character, hyperrealistic, from octane mask, cracked ice, Mucha Klimt, yohji yamamoto, infographic, mini tornado stickers, illustration, futurescape, 3d printed canopy, by android render","045"
"photo of misrori person  inspired by  Jean-Louis Prevost, Elenore Abbott, Henry Moret, Jan Brett, Viktor Vasnetsov, Anja Percival, Amy Sillman, Audrey Kawasaki hyper - realistic, Arte Cyberpunk, closed visor, Breath of The Wild, ultrasharp, Garden+factory, glitchcore, directions","046"
"photo of misrori person  inspired by  Nicholas Roerich, Lynda Barry, Franz Xaver Winterhalter, Salomon van Ruysdael, Sam Bosma, Alexandre Calame, Louis Icart of very up, 50mm portrait, greg beeple, and CloverWorks, Lord of the rings, undeveloped, full character, mindar mumford. helmet, male anime character, heteromorphic, au naturel, unreal engine —ar 16:9","047"
"portrai photo of misrori person inspired by  Chen Zhen, Donald Judd, Jean Arp kannon glitchcore, featured in dezeen, paint flecks, Maciej Kuciara, portait image, pestilence, warm lighting, art by artgerm, seamless pattern, Yoshitaka Amano, fog like london","048"
"portrai photo of misrori person inspired by  Barclay Shaw, Berend Strik, Jhonen Vasquez, Paul Ranson, Chris Ware, Dan Flavin kodak close, closed visor, convoluted spaces, breathtaking, jon foster, photo - realistic, high contrast, the eye of the storm, full body illustration, 8k resolution, rendered in vray, in full frame, depth of field","049"
"portrai photo of misrori person inspired by  Alex Schomburg, William Hogarth, David B. Mattingly, Alphonse Osbert, Carl Gustav Carus, Ron Walotsky, Jerry Pinkney photorealistic, Sharandula, butterflies, portrait close up, sitting on bed, Blender and Photoshop, hyper - realistic, peter mohrbacher, albedo from overlord","050"
"photo of misrori person  inspired by  Tony Moore, Ben Shahn, Abigail Larson, Gustave Doré Craig Mullins, the providence, photography, cozy living room, designed by Aesop, breathtaking landscape, beautiful bright colors, cavelike interiors","051"
"photo of misrori person  inspired by  John Lavery, Kate Greenaway, Robert Mcginnis octane rend, baroque art jewelry, broken mask, 8k resolution, red lightning, techwear fashion, hyperealistic, Studio Ghibli, hyper-realistic, darriel diano style, ultra detailed, pink ribbons, 68 year old man, indoor potted tree","052"
"photo of misrori person  inspired by  Alexandre Jacovleff, Andre Kertesz, Pawel Kuczynski, James Stokoe, Gaetano Pesce, Gabriel Dawe, Yves Klein, Auguste Mambour organic dress, undeveloped, albedo from overlord, Yoshitaka Amano, typography annotations, concrete table, matte painting, trending on Artstation, red cosplay headwear, ultra-detailed, manga style, award winning photo","053"
"photo of misrori person  inspired by  Harry Clarke, Alberto Giacometti, Laurent Grasso, Roberto Ferri, Todd Schorr golden colour, glass mezzanine level, cellular deterioration, marling artstation, rendered in octane, corona render, final character, smooth render, Concept Art, groundbreaking, ancient indonesia, hyper-realistic, windblown hair, atmospheric","054"
"photo of misrori person  inspired by  Ford Madox Brown, Chris Cunningham, Charles Gwathmey, Carl Barks, Bernardo Bellotto, Ub Iwerks, Agnes Martin outstanding, art by artgerm, volcanic landscape, piercing green eyes, Concept Art, by andrei riabovitchev, scientific, symmetrical, unity engine, swirling scarlet cloth, rendered in unreal 5, very inspirational, digital painting, realistic skin texture","055"
"photo of misrori person  inspired by  Alfred Eisenstaedt, Antonio Mancini, Candido Portinari Sharandula, 3 d render beeple, centered in frame, ultra wide shot, high quality, rendered in vray, matte painting, fog like london, person in foreground, gurren lagann","056"
"photo of misrori person  inspired by  Alexandre Cabanel, Bartolome Esteban Murillo, Marianne North, Amy Judd, John Bratby extremely high detail, featured in dezeen, symmetrical, trending in artstation, serious eyes, Lord of the rings, studio ghibli, intricate line drawings, wimmelbilder, --stylize 5000 --ar 1:2, dreamy ultra wide shot, sitting on bed, marginalia, wizard robot","057"
"photo of misrori person  inspired by  William S. Burroughs, Benedetto Caliari, Erich Heckel, Eugene von Guerard, David Burdeny, Alfred Guillou, Tamara Lempicka, Matthias Jung fashion design, chic strapless dress, Fashion photo shoot, five fingers, illustration, foam bubble translucent, 16K resolution, 8 a 3 d outfit, albedo marlboro, digital painting, photo - realistic, inside karol very epcot, cavelike interiors, Mucha Klimt, glamorous pose","058"
"photo of misrori person  inspired by  Henry Fuseli, Edward Julius Detmold, Honoré Daumier, Alan Parry, Robert Williams, Jamie Hewlett Sou Fujimoto, tooth robot, character illustration, art by artgerm, Junji Murakami, ceremonial symbols, Omnious intricate, techwear fashion","059"
"portrai photo of misrori person inspired by  Stephen Oakley, Jeff Koons, Arnold Bocklin, Lori Earley, Robert Irwin, Aleksi Briclot, Loish, Raymond Leech digital painting, maison de verre, by tooth wu, fire and smoke, paint flecks, yohji yamamoto, albedo marlboro, pestilence, dramatic angle, dynamic pose, by james mccarthy, James Paick","060"
"portrai photo of misrori person inspired by  José Clemente Orozco, Agnes Lawrence Pelton, Shotaro Ishinomori, Stephen Gammell, Sandy Skoglund, Paul Lehr, Marc Davis, Chris Saunders the providence, twisted house, exoskeleton, albedo marlboro, realistic, Krzysztof Maziarz, Yohji Yamamoto, swirly bokeh, high poly model, Greg rutkowski, 3d Character, wide angle, glass mezzanine level, highly detailed, natural light","061"
"photo of misrori person  inspired by  Takeshi Obata, Andreas Franke, Robert Childress multiple eyes, wizard robot, dynamic pose, medium shot, wood pallets, cavelike interiors, night time, highly station, Herbert Bauer, karol cinematic, convoluted spaces, matte painting, Ilya Kuvshinov, lots of windows","062"
"photo of misrori person  inspired by  Aron Wiesenfeld, Ai Weiwei, Kay Sage, Louis Janmot, Charles Camoin, Skottie Young new media design, cyber punk, unreal --hd --ar 9:16, natural soft rim light, blue robes, DeviantArt, yohji yamamoto, rendered in vray","063"
"portrai photo of misrori person inspired by  Glenn Fabry, Alois Arnegger, John Currin, Arnold Bocklin, Barthel Bruyn the Elder, Elsa Beskow anthony jones, groundbreaking, Typography letter A, brush effect, volumetric lighting, background, Whimsical Art, hyper realistic, blue robes","064"
"portrai photo of misrori person inspired by  Arthur Lismer, Vito Acconci, Abram Efimovich Arkhipov, Dora Maar, Robert Crumb, Flora Borsi, Aubrey Beardsley, Go Nagai cutest bored girl, curated collection, photography, exploration, style by eddie mendoza, Tall factory, android jones, Concept Art, seamless pattern","065"
"portrai photo of misrori person inspired by  William S. Burroughs, Gary Larson, Wolfgang Tillmans, Julie Bell, Beeple, Leonardo Da Vinci character design, joanna gaines, rei kawakubo, cottagecore!!, sitting on bed, exoskeleton, natural lighting, graphic design, background, realistic painting, Victo Ngai","066"
"photo of misrori person  inspired by  Jeff Koons, Takato Yamamoto, Jamie McKelvie delightful, reptile concept detail, new media design, external organ systems, key realism, iridescent wu, concept art, groundbreaking","067"
"photo of misrori person  inspired by  Dave Dorman, Lovis Corinth, Jaume Plensa, Amanda Clark, Bordalo II ultra detailed, magazine shoot, cutest bored girl, hyperrealism, ethereal lights, octane render, butterflies, Maciej Kuciara, Vincent Callebaut","068"
"photo of misrori person  inspired by  Naoki Urasawa, Ai Yazawa, Jean-Honoré Fragonard, Tomi Ungerer, Christophe Vacher, Marat Latypov, Go Nagai, Gabriel Dawe interior architecture, ingredients, with rays of sunshine, pincushion lens effect., glass mezzanine level, 8 a 3 d outfit, the library of gems, hyper realistic, body portrait, ultrasharp, indoor potted tree","069"
"photo of misrori person  inspired by  Jamie Hawkesworth, Bill Sienkiewicz, Roger Dean femme fatale, aurora borialis, warm led lighting, iridescent accents, eating space, facial muscles, exoskeleton, Rendered in Octane, rendered in Enscape, corona render, walking on the starlight","070"
"portrai photo of misrori person inspired by  Tintoretto, Etel Adnan, Warren Ellis by andrei riabovitchev, hq artwork, Stanley Artgerm Lau, ultra - detailed, complex 3 d render, award winning photo, intricate complexity, mid century modern, underexposed, John J. Park, maison de verre, long light gold hair, trending on ArtStation","071"
"photo of misrori person  inspired by  Aquirax Uno, Jim Woodring, Karel Thole, Ed Emshwiller made in Maya, photograph, james jean, lots of windows, cavelike interiors, hiperealistic, high ceiling, maison de verre","072"
"portrai photo of misrori person inspired by  Arthur Boyd, Tom Roberts, Hein Gorny, Bernard Aubertin, Enki Bilal art by artgerm, tarot card, exoskeleton, mindar mumford. helmet, cyber punk, 8 a 3 d outfit, earth architecture, symmetrical, five fingers, extremely detailed, rendered in octane","073"
"photo of misrori person  inspired by  James Gillray, Marc Simonetti, Tom Roberts, Caspar David Friedrich, Arnold Schoenberg, Gjon Mili, David Burdeny cyberpunk setting, kannon glitchcore, A detailed infographic, insane detail, A world of fire, character concept, modern art, photo - realistic, facing camera, ultra-detailed, warm lighting","074"
"portrai photo of misrori person inspired by  Anton Pieck, Andy Warhol, Gareth Pugh, Henry Raleigh, Gerhard Munthe high character, mini tornado stickers, volcanic landscape, Phuoc Quan, from octane mask, postprocessing, 8 k high definition, craig mullins, iridescent wu, forest kodak skeleton, hyper photorealistic, dramatic angle, blood octane glitchcore, Daniel Merriam","075"
"portrai photo of misrori person inspired by  Gary Larson, W. Heath Robinson, Apollonia Saintclair, Sakai Hōitsu, Giovanni Battista Gaulli ultra wide angle, anatomically correct, Doug Chiang, artstation trending, serene landscape, external organ systems, 8 k realistic, radiant eyes","076"
"photo of misrori person  inspired by  Raja Ravi Varma, Eileen Agar, Jean Nouvel, Albert Goodwin, Brice Marden, John Frederick Kensett, James Stokoe full body shot, volumetric lighting, Errolson Hugh, unreal engine render, high resolution, indonesian villagers, compound eye of insect, colour bloom drone tech, beach blonde hair","077"
"photo of misrori person  inspired by  Andrew Robinson, Mark Seliger, Alexandre Jacovleff, Affandi, Yves Klein, Benedetto Caliari, Jenny Saville, Camille Pissarro tooth robot, 50mm portrait, by tooth wu, centered in frame, Concept Art, Omnious intricate, oilpainting, character design, Tall factory, Studio Ghibli, national geographic","078"
"photo of misrori person  inspired by  Matt Groening, Aristarkh Lentulov, Jeremy Geddes, Clive Madgwick, André Masson made in Maya, fashion show, interior architecture, the eye of the storm, darriel diano style, cyber punk -, fashion study, ultra-detailed, style by eddie mendoza, realistic painting, volcanic landscape, vibrant high contrast, on black canvas","079"
"photo of misrori person  inspired by  Armand Guillaumin, Jeff Goldblum, Vhils, Kazimir Malevich award winning photo, style by eddie mendoza, fashion show, wojtek fus, by Makoto Shinkai, external organ systems, werable tech, hardware parts, 8k resolution, broken mask, designed by Aesop, beautiful bright colors","080"
"photo of misrori person  inspired by  Armand Point, J.M.W. Turner, Eric Fischl, Candido Portinari hyper render, of sparking 8 abstract, new media design, very inspirational, Sci Fi Art, shafts of lighting, manga style, unreal engine, final character, intricate artwork, studio quality, ultra detailed","081"
"portrai photo of misrori person inspired by  Antoni Gaudi, Peter Howson, James Tissot, Gustave Courbet, Charles Gwathmey pen and ink, Nausicaa Ghibli, hyperrealism, ambient occlusion, maison de verre, 4K symmetrical portrait, guages in ears, Magic the gathering, art by artgerm","082"
"portrai photo of misrori person inspired by  Bert Hardy, Judy Chicago, Józef Mehoffer, Raymond Leech, Ralph Steadman pale skin and dark eyes, 68 year old man, bright and colorful, Tall factory, exterior view, throne and altar, wizard robot, oversharpened, award winning photo, 3d Character, Daniel Merriam, epic composition","083"
"photo of misrori person  inspired by  Paolo Veronese, Jean Dubuffet, Roz Chast, Susan Luo, Ray Caesar, Eduardo Kobra, Mort Kunstler, Tom Thomson manga style, raphael lacoste, ethereal lights, digital painting, high definition, in full frame, unreal --hd --ar 9:16, marling artstation, shadows realism, portait image, 3 5 mm film photography, character concepts, mouth closed, 4 k resolution, final character","084"
"photo of misrori person  inspired by  Louise Bourgeois, Dorothea Tanning, Edwin Henry Landseer, Apollonia Saintclair, Andre Derain, Alexandre-Évariste Fragonard, Masaaki Sasamoto, Mikhail Nesterov marling artstation, ultra detailed, masterpiece, frostbite 3 engine, hyper realistic, delightful, Character Design, giygas dan art, rendered in octane, interior architecture, cinematic light, forest druid, turbulent sea, realistic skin texture, Ilya Kuvshinov","085"
"portrai photo of misrori person inspired by  Matthias Grünewald, Albert Joseph Moore, Rudolf Freund, Tyler Edlin, Stevan Dohanos, Adolph Menzel, Brett Weston, Albert Gleizes the providence, blood octane glitchcore, eating space, fatty tissue, brush effect, heteromorphic, piercing green eyes, octane rendered","086"
"photo of misrori person  inspired by  Eugène Grasset, Armand Point, Audrey Kawasaki, Adam Hughes, Barthel Bruyn the Elder, Sir James Guthrie, Bruce Munro looking away, kodak close, artstation —ar 16:9, cinematic epic, Yohji Yamamoto, Ivan Aivazovsky, underexposed, facing camera, masterpiece, Yoshitaka Amano","087"
"portrai photo of misrori person inspired by  Viviane Sassen, L. Birge Harrison, Joseph Cornell slight smile, with rays of sunshine, featured in dezeen, beautiful art landscape, anatomical, postprocessing, measurements, infographic, ultra detailed, tree house in the forest, hiperealistic, marginalia, wizard greg overlord, path tracing, character illustration","088"
"portrai photo of misrori person inspired by  Juan Gris, Robert Hagan, Auguste Herbin, Storm Thorgerson, Anto Carte, Jacob Lawrence, Barbara Takenaga, Eleanor Vere Boyle iridescent wu, interior design, ultrasharp, concrete table, being lit by fireflames, ingredients, gurren lagann, pale skin and dark eyes, splashes of red, techwear fashion, cavelike interiors, style by eddie mendoza, swirly bokeh, Krzysztof Maziarz, overdetailed art","089"
"portrai photo of misrori person inspired by  Art Fitzpatrick, Louis Glackens, Steve McCurry, Scarlett Hooft Graafland, Henry Ossawa Tanner, Guillermo del Toro, Mort Kunstler Studio Ghibli, Craig Mullins, 3d Character, the coherent detailed, ctane render, serene landscape, unreal engine, Tomas Honz, rendering by octane","090"
"portrai photo of misrori person inspired by  Alberto Sughi, Andy Warhol, Victor Medina, Leon Kossoff, Pieter Claesz, Quentin Blake trending on Artstation, pen and ink, fashion study, zdzisław art, new classic, Sharandula, attractive, futurescape, precise correct anatomy, pincushion lens effect.","091"
"portrai photo of misrori person inspired by  Zhelong Xu, Bernardo Bellotto, Daniel Buren, Adrianus Eversen organic dress, male anime character, cinematic composition, very oni spell, tribal panther make up, shafts of lighting, zdzisław art, award winning","092"
"portrai photo of misrori person inspired by  Dorothy Lathrop, Seb Mckinnon, Robert Childress, Ivan Bilibin, Zaha Hadid, Henri Rousseau, Ai Yazawa, Jean-Honoré Fragonard directions, Game of Thrones, natural soft rim light, accents providence, hyperrealistic, shot in the photo studio, au naturel, full body shot, Krzysztof Maziarz, ultra realistic, exoskeleton, turbulent sea, Hans Zatzka, breathtaking landscape, 0 brainsucker render","093"
"portrai photo of misrori person inspired by  Agostino Tassi, Andrew Wyeth, Franz Sedlacek, Serge Marshennikov, William Stout, Yasuo Kuniyoshi, Zanele Muholi, Ferdinand Van Kessel full body illustration, from octane mask, centered in frame, accents providence, hyper render, white fabric landscape, hyperrealistic, blood octane glitchcore, natural lighting, hyper realistic, pale skin and dark eyes, male anime character","094"
